material_id,formula,e_form_pred_n0,e_form_ale_n0
scn-31038,SrTl2H2O7,-1.2136,0.3104
scn-31039,Nb2PO6,-2.6542,0.0717
scn-31040,Sr3MgOs2O9,-2.4073,0.0533
scn-31041,Sn3Os7O20,-1.4225,0.0329
scn-31042,SrY3Zr,0.1537,0.0178
scn-31043,Ta(WO3)2,-2.141,0.0708
scn-31044,Sr3InO6,-2.2645,0.0537
scn-31045,FrBa3Nb3O12,-3.2543,0.0239
scn-31046,KNa6TaW,0.7523,0.0417
scn-31047,Ta2CdPb6,0.3879,0.0229
scn-31048,Hf5MgTaBi,-0.0012,0.0337
scn-31049,Li2MgTa2Ni7,-0.1439,0.0141
scn-31050,Fr6NaScTl2,0.0357,0.0248
scn-31051,SrHf5Mg4O15,-3.5633,0.0345
scn-31052,Ti3(RuO4)2,-2.4594,0.2414
scn-31053,Sr2BiRhO6,-2.1159,0.0324
scn-31054,ZrAl4(PbO3)5,-2.415,0.0502
scn-31055,Al7In(AtO3)8,-2.689,0.0417
scn-31056,KTaTiPd5,-0.2749,0.0272
scn-31057,Nb3TlO8,-2.7931,0.0295
scn-31058,Li4Fe11O,0.2619,0.0596
scn-31059,Cs2KCuOF5,-2.2245,0.0367
scn-31060,Nb2Co(PbO3)3,-2.1863,0.0258
scn-31061,SrNb2Sn2O9,-2.7632,0.0299
scn-31062,TiTlSeO5F,-2.1914,0.0304
scn-31063,Ti3Pt2O9,-2.407,0.0352
scn-31064,RbHf3NbO9,-3.4597,0.0712
scn-31065,Ba3Ge2WO9,-2.593,0.0276
scn-31066,Ba3Ta2ReO9,-3.0415,0.0368
scn-31067,Nb4Hg13Pb3,0.3162,0.035
scn-31068,Cs3Sn2I,-0.5795,0.0127
scn-31069,KTa2VO7,-2.9982,0.0379
scn-31070,Cs2RbTiSnF5,-2.7168,0.0463
scn-31071,Cs2RbBa6Y,0.1666,0.0134
scn-31072,NbAtO3,-2.4608,0.0421
scn-31073,Zn4Sb,0.1132,0.013
scn-31074,PoAsO3,-2.2314,0.0423
scn-31075,Rb7Ca2AlH2O,-0.3691,0.0148
scn-31076,KRb2HfCd5O,-0.2907,0.0238
scn-31077,Sc2Zn7Si2,-0.271,0.0167
scn-31078,Fr7NiOF7,-2.4629,0.1012
scn-31079,SnO5,-0.3862,0.0895
scn-31080,TaBiW4,0.1877,0.0643
scn-31081,K2RbScN6,0.9571,0.2022
scn-31082,Ca2W2O7,-2.6523,0.0733
scn-31083,Ta9Tl(Pb2O)4,-0.5238,0.0455
scn-31084,K3MnOF5,-2.6948,0.031
scn-31085,PbSeF,-1.3185,0.0632
scn-31086,Ba2TaOF5,-3.6236,0.0432
scn-31087,Ba5Sc4O15,-2.8514,0.0873
scn-31088,Ta2Sn7Pb2,0.2611,0.0229
scn-31089,Nb2Zn(SbO3)3,-2.0612,0.0534
scn-31090,Rb2BaHfOF5,-3.5226,0.0369
scn-31091,Sr2CdTc6W,0.2416,0.0449
scn-31092,Cs2KZrZnF5,-2.8077,0.0436
scn-31093,Cs2RbZrCd5O,-0.284,0.0276
scn-31094,Na2CrGaF7,-3.0562,0.036
scn-31095,Ba3MgNb2Ga9,-0.239,0.0159
scn-31096,Cs2Ti(TcO4)3,-2.2149,0.0275
scn-31097,Ba3(NbRh4)2,-0.2114,0.0196
scn-31098,CsSrSc3,0.728,0.0279
scn-31099,Na9Sc,0.1239,0.0123
scn-31100,Sr2CaP6W,-0.7605,0.0197
scn-31101,Na2ScNbF7,-3.2822,0.0466
scn-31102,Na2Ta2Nb6V2O17,-2.7418,0.0493
scn-31103,In(RhO3)3,-1.2248,0.0487
scn-31104,CsSr2InO6,-1.8632,0.0642
scn-31105,Pt2SO2,-0.6535,0.0422
scn-31106,BaIrO4,-1.6673,0.2274
scn-31107,NaZnGeO5,-1.3843,0.0882
scn-31108,Bi2Cl4O11,-0.7065,0.2437
scn-31109,ScPbW2OF5,-2.0876,0.0511
scn-31110,K2YTaO7,-2.3323,0.1162
scn-31111,NiSb(PbO3)2,-1.4186,0.0436
scn-31112,Sr3Hf2Ni7,-0.0376,0.0145
scn-31113,CsSc6Tl2In,0.1242,0.0194
scn-31114,Rb3CaZr,0.6564,0.0507
scn-31115,KNb2FeO6,-2.619,0.027
scn-31116,LiTaGeP5,-0.3661,0.0394
scn-31117,BaV2In2O11,-2.1721,0.0606
scn-31118,Sr(Y8Nb3)2,0.197,0.0499
scn-31119,Al(TlCr2)3,0.6109,0.0378
scn-31120,CsYAs2F6,-2.9087,0.0315
scn-31121,Nb3Sb3Br13,-0.836,0.0226
scn-31122,AlSbF4,-2.9853,0.0397
scn-31123,Ba2Ti,0.4698,0.0273
scn-31124,Cs2LiInGa6,-0.0856,0.0226
scn-31125,CuBrF3,-1.2581,0.0567
scn-31126,KCa2Cd3O10,-1.3163,0.0505
scn-31127,Cs2Hf(TeO4)3,-2.0945,0.0328
scn-31128,MgTiNb2(ClO3)4,-1.4874,0.1605
scn-31129,AsBrCl,-0.7045,0.0202
scn-31130,Ta2TiO4,-2.2879,0.0818
scn-31131,Pb5(Se4I)2,-0.4354,0.0407
scn-31132,Tl3IF6,-2.0941,0.0553
scn-31133,TlMoCl4,-1.2593,0.0219
scn-31134,TiGe2MoO7,-2.2516,0.0365
scn-31135,P2Pb,0.0555,0.0405
scn-31136,BaTa4O7,-2.7547,0.0537
scn-31137,Cs5Li2(WO5)3,-1.8587,0.0556
scn-31138,Ta2Cr6Sn,0.1213,0.0585
scn-31139,Cs2SeO2,-0.9151,0.0657
scn-31140,Zr2As3O7,-2.2739,0.0381
scn-31141,Ta7PtO19,-3.0877,0.0354
scn-31142,GePbO4,-1.5191,0.0536
scn-31143,Ba2NaNbO6,-2.7314,0.0334
scn-31144,RbTl2GaBr6,-0.9166,0.0162
scn-31145,Y(SnO3)3,-2.0997,0.0568
scn-31146,LiZn3(Bi2O7)2,-1.3116,0.0763
scn-31147,CuPb2F7,-2.2427,0.0418
scn-31148,CsIn3Pb,-0.0332,0.0198
scn-31149,Sc2HgSe,0.7284,0.163
scn-31150,NaTaTiAuO6,-2.5276,0.0448
scn-31151,CsCaSn2O7,-1.7172,0.0895
scn-31152,Ba2SrTa6(Tc2O9)3,-2.6706,0.0381
scn-31153,Ca(IrO3)2,-1.7025,0.0482
scn-31154,Rb3GeO8,-0.9639,0.0717
scn-31155,Sr4Ti3Nb2Zn15,-0.0441,0.0122
scn-31156,CrGe3F6,-1.8489,0.0681
scn-31157,Ta2Ge2O9,-2.6897,0.103
scn-31158,CaTaMnO5,-2.9717,0.0401
scn-31159,TaTl(AsO4)2,-2.1421,0.0256
scn-31160,RaCa2InO6,-2.8612,0.0407
scn-31161,Sr3Ta2RhO9,-3.0508,0.0274
scn-31162,BaSr2NbO6,-3.012,0.0302
scn-31163,K2Na2SrO7,-1.2345,0.2287
scn-31164,CaGe2SeO7,-2.05,0.0493
scn-31165,TaAl(PO3)2,-1.8693,0.0683
scn-31166,K3YAt6,0.354,0.024
scn-31167,Ti2SiGe(ClO5)2,-2.0678,0.1227
scn-31168,TiNb6(TlCo9)2,0.0132,0.014
scn-31169,Ta4AtO11,-3.0873,0.0463
scn-31170,Na2NbO5F,-1.8349,0.0928
scn-31171,BaCa4Mg,0.0267,0.0279
scn-31172,KNbCoO6,-1.8737,0.0492
scn-31173,KNaTi4In2O12,-2.87,0.0284
scn-31174,KNb4ZnO12,-2.756,0.0361
scn-31175,SrZrAt3,0.1153,0.0187
scn-31176,TaIn(GaO3)2,-2.3031,0.0469
scn-31177,SrCdF3,-3.1299,0.0578
scn-31178,Cd4Cu16MoW3,0.3049,0.0861
scn-31179,Bi2AsF8,-2.5078,0.0344
scn-31180,Bi2Ru2S,0.0035,0.023
scn-31181,TaZn2CrO6,-2.3987,0.027
scn-31182,K19Ta7Bi,0.4535,0.0674
scn-31183,CsYNbO6,-2.6832,0.064
scn-31184,Cs7Y3Ta,0.8297,0.0503
scn-31185,ScTl2AgF6,-2.7171,0.0318
scn-31186,Rb7Ca(TaH)2,0.5751,0.0341
scn-31187,ZrO3F,-2.4278,0.1458
scn-31188,KNaTaPtO5,-2.292,0.0215
scn-31189,Rb2NbSe5O,-0.953,0.029
scn-31190,Cd4CO4,-0.8127,1.3882
scn-31191,HfSn(PbO3)2,-2.3452,0.0438
scn-31192,Ba3MgTa2Zn9,0.0583,0.0141
scn-31193,NaBi(BrO3)2,-0.673,0.1801
scn-31194,Ca3Mo4(O6F)2,-2.6693,0.0602
scn-31195,Na2CaZnF8,-2.6864,0.0438
scn-31196,NaNbS3,-1.4521,0.022
scn-31197,VClF3,-2.5935,0.0625
scn-31198,Ca9Nb2,0.3087,0.0544
scn-31199,Fe7Sn3O20,-1.6131,0.0564
scn-31200,RbSrTaO5,-2.6289,0.0703
scn-31201,Ta2Cd(PbO3)3,-2.3639,0.0333
scn-31202,Li3Mn4FeO,0.0115,0.0452
scn-31203,Rb3SeF6,-2.6869,0.0256
scn-31204,Zn5Bi3O14,-1.3872,0.0646
scn-31205,TiCl3OF5,-2.0073,0.0926
scn-31206,Ti2Nb4(AtO3)7,-2.6539,0.0417
scn-31207,HfF8,-2.5651,0.0658
scn-31208,Zr2Bi2N7,-0.3551,0.0951
scn-31209,CsWIO6,-1.7061,0.0699
scn-31210,Ta2Mn2Au7,-0.0399,0.0293
scn-31211,Nb2As(PbO3)3,-2.2073,0.0289
scn-31212,Na8MgTa7O24,-2.9582,0.0269
scn-31213,BaRe2O5,-2.1342,0.0942
scn-31214,Ta2Br2O7,-1.8998,0.1463
scn-31215,KBi5(N2O9)2,-1.2425,0.1291
scn-31216,Cs4Pb3O13,-0.5041,0.2095
scn-31217,NaNbBi3,-0.0737,0.0156
scn-31218,Cs2RbSrTiF5,-2.9403,0.0465
scn-31219,Rb9(Br5O2)2,-0.625,0.3181
scn-31220,Cs2YCdF6,-3.257,0.0278
scn-31221,SrTa2Sn9Bi2,0.2191,0.103
scn-31222,CsGaO3,-1.5435,0.0545
scn-31223,Ca2CoSn2O7,-2.3962,0.0236
scn-31224,Ca2AlBr2OF7,-2.969,0.0556
scn-31225,Sc2N2O7,-1.7537,0.1287
scn-31226,NaPb8Br9O4,-1.2198,0.0203
scn-31227,Na2TaNb2O7,-2.6573,0.048
scn-31228,Sc2TaOF5,-3.3624,0.0478
scn-31229,NaHfAl2OF5,-3.0364,0.053
scn-31230,CaSbO2,-2.1217,0.0392
scn-31231,Cd2Ga2O7,-1.4599,0.0951
scn-31232,Ta2At2O7,-2.7067,0.0416
scn-31233,TaClO3,-2.1522,0.0637
scn-31234,BaFeF3,-2.9725,0.0656
scn-31235,Ba3Sr9Nb2Zn,0.3528,0.022
scn-31236,Ta2WO6,-2.7202,0.0536
scn-31237,LiTa2InO6F,-2.8971,0.0385
scn-31238,NaZrSc2OF5,-3.3346,0.0485
scn-31239,Cs2RbZrCuF5,-2.71,0.0409
scn-31240,Ba3(NbGe4)2,-0.3372,0.0152
scn-31241,Nb2Cd(GaO3)3,-2.0547,0.2087
scn-31242,SrMg2AlF7,-3.5629,0.0713
scn-31243,NaCaPb2F7,-3.0728,0.037
scn-31244,RbBi3S10,-0.6102,0.1167
scn-31245,ZrPF5,-3.3719,0.0463
scn-31246,Li4Au3O8,-1.2056,0.0477
scn-31247,K2Pb,-0.1527,0.0146
scn-31248,BaSb4W,-0.1708,0.0179
scn-31249,Ba3(AsN4)2,-0.4738,0.0463
scn-31250,Rb2SrTiNb2PbO12,-2.5797,0.0643
scn-31251,CsPb2WO6,-1.5704,0.0704
scn-31252,BaCaTi2O6,-3.4992,0.0337
scn-31253,LiGa(ClF3)2,-1.8465,0.0598
scn-31254,Ca2GaAsO6,-2.549,0.0442
scn-31255,Na2Ge7W2,0.1084,0.0306
scn-31256,K7Sr2CoSi2,0.1684,0.0198
scn-31257,Sc6TaFePb2,-0.1116,0.018
scn-31258,Nb7O16,-2.9328,0.032
scn-31259,LiHf5TaGe,-0.0945,0.0322
scn-31260,Ta2P5Cl2O9,-1.9832,0.071
scn-31261,KGe4AsO13,-1.49,0.1145
scn-31262,CaZnF3,-3.0226,0.0537
scn-31263,KCa2Ta3S10,-1.5721,0.0375
scn-31264,RbMn6AlTl2,0.5773,0.225
scn-31265,Ti(RuO2)2,-1.0817,0.0805
scn-31266,Sc(TlGe2)3,0.0827,0.0182
scn-31267,KY3As10,-0.583,0.0383
scn-31268,CaGa(PbO3)2,-1.8269,0.0468
scn-31269,AlBiSb3,0.1029,0.0224
scn-31270,MgCrF4,-3.1582,0.0587
scn-31271,Y3HgO7,-2.8171,0.0477
scn-31272,Ba5Li2(AsO5)3,-2.4731,0.0471
scn-31273,Ba(Ta3Cd8)2,0.3505,0.0333
scn-31274,Nb2TlAs,-0.1122,0.0884
scn-31275,Au2SeO2,-0.1777,0.0451
scn-31276,Ta6Nb2Zn,-0.0178,0.0187
scn-31277,TaAl(SeO3)2,-1.9937,0.0712
scn-31278,KNaMn2O6,-1.731,0.0407
scn-31279,KRb2Ba6Sc,0.2321,0.0161
scn-31280,Tl2BiCl6,-1.2788,0.0476
scn-31281,Ba3ZnCoWO9,-2.4152,0.0412
scn-31282,Li2Ca4O9,-2.0101,0.0636
scn-31283,TaRu3O4,-1.533,0.0539
scn-31284,WBrO4,-1.2234,0.0586
scn-31285,LiNb2MoO7,-2.6583,0.0268
scn-31286,RbTl2TcF6,-2.3454,0.0343
scn-31287,Mn7BiPb2,0.3454,0.0224
scn-31288,Ra2CaPbO6,-2.9727,0.0344
scn-31289,KLi2Ta2O7,-2.9223,0.0496
scn-31290,ScTaNb2O6,-2.7836,0.0367
scn-31291,Li2NiIO4,-1.0875,0.1395
scn-31292,FrLiWO6,-2.0257,0.0733
scn-31293,K6Sr3Ta2O11,-2.7694,0.0272
scn-31294,Ti3Nb2Cr4O15,-2.8021,0.0418
scn-31295,Tl2Ge4Mo,0.2747,0.1122
scn-31296,BiSCl3,-1.1963,0.0222
scn-31297,Hf7MgZrSi2,-0.3259,0.0439
scn-31298,Cs4Ta2O9,-2.4848,0.0398
scn-31299,TiTl2(MoO3)6,-2.0432,0.1586
scn-31300,Cs2Zr,0.8667,0.0963
scn-31301,Ca2TaInGa6,-0.2291,0.0146
scn-31302,BaTa4In11,0.1247,0.0225
scn-31303,Sr5N4O15,-2.0378,0.1414
scn-31304,YTi4Re3O14,-2.7812,0.0456
scn-31305,TaAl(CuO3)2,-2.0861,0.0604
scn-31306,Na2SrPF8,-3.2933,0.0297
scn-31307,TiNb6(TcO9)2,-2.7626,0.0385
scn-31308,CaHfTaO5,-3.5447,0.0335
scn-31309,Ca2Hf4Ti5O18,-3.5681,0.0383
scn-31310,Y4Ta3SnO14,-3.452,0.0302
scn-31311,ZrGa2F8,-3.2896,0.0326
scn-31312,Tc7BiO19,-1.8928,0.0431
scn-31313,Zr3Ti(Ru2O7)2,-2.422,0.2516
scn-31314,MoWO5,-2.0633,0.0289
scn-31315,KFe2BiO6,-1.7175,0.0386
scn-31316,Cs2Li3O5,-1.1271,0.2033
scn-31317,TiNb(Cr3Bi)3,0.4755,0.033
scn-31318,Tl2PbF8,-2.1598,0.0493
scn-31319,Ta2ZnF6,-2.5962,0.0534
scn-31320,Tl2SO2,-0.6011,0.0733
scn-31321,TaCr(CuO3)2,-2.0311,0.0388
scn-31322,Ba4AgBi5O18,-1.7644,0.0651
scn-31323,K4Ca3NbO12,-2.0693,0.0591
scn-31324,BaAs4W,-0.3309,0.023
scn-31325,Ti2ZnInO6,-2.7371,0.0297
scn-31326,NbP2OF5,-2.3331,0.0572
scn-31327,CaTaTlO5,-2.5861,0.0417
scn-31328,Ca5Zr,0.1426,0.0149
scn-31329,Na2TcSnS4,-0.8838,0.0205
scn-31330,Sr5Ti4BrO15,-3.1501,0.0377
scn-31331,SrCa2Ta2O9,-3.3021,0.0839
scn-31332,Li2Zn2O5,-1.3421,0.1513
scn-31333,MgTlO2,-2.0608,0.0437
scn-31334,Ca2Ta3AlO10,-3.2901,0.0359
scn-31335,SrTa2(SeO3)3,-1.7819,0.2327
scn-31336,Ca3Cr4(O6F)2,-2.424,0.0691
scn-31337,PHO3,-1.9303,0.1313
scn-31338,Nb2CrO6,-2.8094,0.0388
scn-31339,Ba3Ta3TcO12,-3.1786,0.0263
scn-31340,Ti5Ga2(Bi2O9)2,-2.6561,0.0348
scn-31341,Fr9Ba(NbBi)2,-0.0955,0.0308
scn-31342,Bi2O9,-0.8142,0.0843
scn-31343,YV2PtO8,-2.4399,0.0264
scn-31344,BaCaF3,-3.7984,0.1067
scn-31345,Ba2HfTc4,0.5343,0.0302
scn-31346,Nb2VO6,-2.8793,0.0415
scn-31347,Zr2Nb2(GeO4)3,-2.552,0.0504
scn-31348,Ta2AgO7F,-2.1323,0.0995
scn-31349,Cs(Tl3Te2)3,-0.3793,0.0126
scn-31350,NbBiP4,-0.2326,0.0207
scn-31351,Ta2CdTe6,-0.2782,0.0277
scn-31352,Ba2Ta2Se7,-1.2328,0.023
scn-31353,ScPbO,-2.0581,0.0322
scn-31354,K6Rb3Sc,0.2666,0.0192
scn-31355,BaZrAs3,-0.7808,0.0206
scn-31356,K2NbMo5O,0.2529,0.0711
scn-31357,Li4AlFe3F8,-2.3345,0.0602
scn-31358,Nb2Ga(PbO3)3,-2.3055,0.0306
scn-31359,Ca2O4F,-2.3544,0.2077
scn-31360,TlGeS3,-0.6384,0.0248
scn-31361,Nb4Pb3Cl13,-1.4499,0.0331
scn-31362,NaNbCl3,-1.6575,0.0293
scn-31363,MgTa2Bi2O9,-2.5387,0.1626
scn-31364,Cd2CoSi2O7,-2.3655,0.0281
scn-31365,KNb(CoO3)3,-1.7442,0.0497
scn-31366,SnPbO4,-1.5998,0.064
scn-31367,Na3Ta2O7,-2.8172,0.0687
scn-31368,NaBi5(W2O9)2,-1.9162,0.0304
scn-31369,Sr3Nb2O10,-2.8622,0.0553
scn-31370,RbMgCuF6,-2.6834,0.0401
scn-31371,Fr5Rb2NaHfO,-0.1593,0.0416
scn-31372,Cs2NaZrGeF5,-2.8285,0.0418
scn-31373,RbZrZn2OF5,-2.8453,0.0391
scn-31374,Ba3SrNb2Ge9,-0.3821,0.0174
scn-31375,Ba4Nb2Mo9,0.5339,0.0358
scn-31376,CaMg2PF7,-3.196,0.0496
scn-31377,TaNbCdO6,-2.8126,0.0261
scn-31378,RuO2F,-1.5561,0.0374
scn-31379,LiMg2CuO6,-1.7493,0.0582
scn-31380,MgSc6Pb2W,-0.1921,0.0106
scn-31381,TaSbO3,-2.2944,0.0494
scn-31382,NbV2GeO8,-2.5198,0.0261
scn-31383,BaNi4W,0.1711,0.0197
scn-31384,Mg2PbF8,-2.8968,0.0461
scn-31385,Ba3(Ca4As)2,-0.4099,0.019
scn-31386,Ba12SrTiNb2Bi2Pb,-0.0043,0.0152
scn-31387,NaTaO4,-2.2516,0.1136
scn-31388,Tl2Sn2At3,0.1819,0.0275
scn-31389,Ba7Na2CrNi,0.147,0.0158
scn-31390,Sr2Y7CoSi2,-0.1887,0.0217
scn-31391,NaScTiCl4,-1.9663,0.0274
scn-31392,HfWF5,-2.8977,0.0663
scn-31393,GeTe7Rh4,-0.3271,0.0139
scn-31394,KRu2Cl5,-1.1029,0.0319
scn-31395,Ba2CaO6,-2.1298,0.0937
scn-31396,Li2Fe2O5,-1.6706,0.0367
scn-31397,Rb3CaTl,0.0367,0.0139
scn-31398,BiAsCl,-0.559,0.0257
scn-31399,KNb3Se8,-0.8977,0.017
scn-31400,Sc5BrCl4,-1.6305,0.0293
scn-31401,TaNb3O7,-2.6489,0.066
scn-31402,BaLi2Ta2Tc7,0.2558,0.0571
scn-31403,Zr7Ta2O16,-3.422,0.0422
scn-31404,Fr6BaO16,-1.9941,0.1203
scn-31405,Ba3ZrTa4Ga15,-0.299,0.0129
scn-31406,ScMo(PbO3)2,-2.2265,0.0262
scn-31407,Sr(SeO2)2,-1.8977,0.0758
scn-31408,Nb2CrO6,-2.8407,0.0371
scn-31409,YTa7Mn19,-0.1582,0.0337
scn-31410,KRb2ScV6,0.8349,0.0404
scn-31411,Ba3TiZnGa9W,-0.2314,0.0117
scn-31412,TiV2ZnO6,-2.5141,0.0408
scn-31413,CaHf2Ta2O7,-3.1486,0.0425
scn-31414,Nb2HgSe,0.6892,0.5338
scn-31415,NaCaTiIrO6,-2.455,0.03
scn-31416,Li2CdNiO4,-1.4656,0.0516
scn-31417,ZrCl2O3,-1.7965,0.0859
scn-31418,Tl2Co6Ge,0.505,0.1161
scn-31419,Ca(PdO3)2,-1.2397,0.0677
scn-31420,Al2O5,-1.9997,0.1245
scn-31421,Ba6CoPb2W,0.3027,0.0212
scn-31422,Sr4Nb2(PO5)3,-2.975,0.041
scn-31423,K2ZrZn3,0.2852,0.1469
scn-31424,Cd2Te2O9,-0.9773,0.0854
scn-31425,Ta2Sb4O9,-2.2477,0.0397
scn-31426,ZrSi2SeO7,-2.8203,0.0496
scn-31427,TlV2PO8,-2.2997,0.042
scn-31428,LiReF3,-1.6598,0.0885
scn-31429,Ta4PO11,-3.0009,0.0621
scn-31430,TiI3OF5,-2.1295,0.0424
scn-31431,Sr3Ta2AlO9,-3.4619,0.0338
scn-31432,Tl2ReF6,-2.2688,0.0376
scn-31433,Ta2N2O11,-0.9124,0.2032
scn-31434,Ba3TiCdWO9,-2.8816,0.0194
scn-31435,NaLi2Ta2O7,-2.8883,0.0644
scn-31436,TaNbWO6,-2.5091,0.0629
scn-31437,BiN7O19,-0.7037,0.4943
scn-31438,CsNb2OsO7,-2.4694,0.0274
scn-31439,KTi2SO6,-2.6894,0.0565
scn-31440,Zn5Pb2W,0.376,0.0558
scn-31441,Na16Cd4MoW3,0.6612,0.0381
scn-31442,FePbF,-0.6426,0.1937
scn-31443,NbV3Sn10,0.1131,0.0664
scn-31444,Mg4Ta3NbO12,-2.9694,0.0454
scn-31445,BaFe4W,0.5384,0.04
scn-31446,CaNi2PbO6,-1.3477,0.0403
scn-31447,Sr2Ca(TiGe3)3,-0.3506,0.121
scn-31448,CaCu2H2O7,-0.9331,0.1395
scn-31449,Sc6Tl2Si,-0.3608,0.0122
scn-31450,Rb2NaNbF5,-2.8413,0.0449
scn-31451,LiNb2O7F,-2.2203,0.0717
scn-31452,Sr5Ti4WO15,-3.2652,0.0315
scn-31453,GeRhO4,-1.3975,0.0489
scn-31454,Cd4CO4,-1.0204,0.0693
scn-31455,Ti2NiBiO6,-2.5376,0.0283
scn-31456,Ba3CaTa2Sn9,-0.3106,0.0135
scn-31457,Ba2ScTaP6,-0.8915,0.0231
scn-31458,Ba18Ca2Ti5Bi4,-0.0696,0.0194
scn-31459,ScNbO3,-3.1718,0.037
scn-31460,MgTa2(ClO3)3,-1.7306,0.1408
scn-31461,Rb3Ti7O20,-2.4172,0.1814
scn-31462,FrCs2NaOF5,-2.9778,0.0442
scn-31463,HfNb2Bi2O9,-2.7052,0.0356
scn-31464,NaRuWO6,-1.8611,0.0398
scn-31465,Sc6Tl9Sb,-0.2063,0.0125
scn-31466,MgTa2Ge2O7,-2.3343,0.0575
scn-31467,Nb2Pt2O7,-2.1159,0.0793
scn-31468,Li3SOF4,-2.5948,0.0339
scn-31469,Ra3ZrF7,-2.8762,0.0603
scn-31470,ZrSeO3,-1.7259,0.1008
scn-31471,ZrOs4(PbO3)5,-1.6283,0.0332
scn-31472,RbPWO6,-2.4561,0.0282
scn-31473,Rb3NaTiF5,-2.9056,0.0435
scn-31474,NaTc3O8,-1.99,0.0247
scn-31475,KLi4Fe3F8,-2.4911,0.0494
scn-31476,Na4Ti7Ni16,-0.0456,0.02
scn-31477,Zr2Bi2As7,-0.2859,0.0597
scn-31478,CsTa2O6,-3.1803,0.0473
scn-31479,SrNb2Tc2O9,-2.6528,0.0301
scn-31480,Na8VCr7O24,-1.7941,0.0544
scn-31481,Ba4Tc2WO12,-2.6189,0.0245
scn-31482,Po2Pb2O7,-2.3916,0.0689
scn-31483,BaZrCd3,-0.0028,0.0116
scn-31484,NbMoO3,-2.2533,0.0484
scn-31485,Cs2TiSOF5,-2.9268,0.028
scn-31486,Mn(TlCl3)2,-1.3809,0.027
scn-31487,CsTaFe3,1.0149,0.1616
scn-31488,Na7Li7NiO,-0.2199,0.0183
scn-31489,Ca8TlBr9O4,-2.436,0.0287
scn-31490,K2HfTaOF5,-3.0538,0.0567
scn-31491,Ta2Mn7Pb2,0.3436,0.0298
scn-31492,CsBaCd3,-0.0163,0.015
scn-31493,FrCs3OF5,-2.9844,0.0487
scn-31494,Sn2PbO6,-1.5126,0.1085
scn-31495,TcTe,0.3379,0.0695
scn-31496,CaTa2BiO6F,-2.807,0.0524
scn-31497,Cs2ZrTcOF5,-2.9649,0.0366
scn-31498,Rb2ZrAuOF5,-2.8784,0.03
scn-31499,Na2CrNF7,-2.2719,0.0501
scn-31500,Cs2KTcF6,-2.7916,0.0302
scn-31501,Na3ScPo6,-0.5802,0.025
scn-31502,CaIr2WO6,-1.6207,0.0577
scn-31503,Na2MgScP7,-0.5511,0.0228
scn-31504,SrTaNbO6,-3.3298,0.03
scn-31505,LiCu(WO3)2,-2.0198,0.0332
scn-31506,RaGaCl3,-1.5057,0.0211
scn-31507,Zr2Tc2O7,-2.4995,0.1728
scn-31508,Mn2NbTlO8,-1.8975,0.0504
scn-31509,Li4Ti3N8,-0.7836,0.0382
scn-31510,Nb2Ge7Pb2,-0.0003,0.0383
scn-31511,Mg(NiSe2)2,-0.3228,0.0213
scn-31512,NiW(SeO3)2,-1.1863,0.0588
scn-31513,Na6Sr2YTa,0.5483,0.03
scn-31514,CaBiO,-1.6775,0.0431
scn-31515,RaTl2Hg,1.3587,0.1003
scn-31516,HfNb4Tl3O15,-2.5795,0.0499
scn-31517,MgV4In9,0.2056,0.0231
scn-31518,Ca2TaIO6,-2.6304,0.0463
scn-31519,FePb2BrO6,-1.0496,0.1111
scn-31520,K4Nb8Cr34SiP4,0.0968,0.0337
scn-31521,HfMnF5,-3.701,0.046
scn-31522,K2Ta2InO7,-2.7059,0.0308
scn-31523,K2Ta2NbO7,-2.6427,0.0396
scn-31524,Nb3Sb3Pb13,0.1162,0.0229
scn-31525,Ra5TaNb,-0.1097,0.0229
scn-31526,CsSCl3,-1.2367,0.0356
scn-31527,MgTi3Zn2O8,-2.8627,0.0528
scn-31528,Ba3MgTiSeO9,-2.7891,0.0547
scn-31529,VSnBr,0.0136,0.041
scn-31530,KNaYNbF5,-2.8761,0.0424
scn-31531,K3Ta3(Tl6B)2,0.493,0.0267
scn-31532,Rb5(IF4)2,-2.4126,0.0644
scn-31533,CsGa(PbO3)2,-1.385,0.0548
scn-31534,CaTeF4,-3.0236,0.0357
scn-31535,K3TaO7,-1.6197,0.1197
scn-31536,Rb7SrTiGe2,0.1636,0.0227
scn-31537,TlGe4,0.2699,0.0231
scn-31538,Sc(BiO)2,-1.9254,0.0382
scn-31539,Ba3Zr2As7,-0.877,0.0227
scn-31540,Na3NbO7,-1.4046,0.0893
scn-31541,YTa7Sn19,-0.0699,0.2113
scn-31542,Ba2TaCrCu6,0.249,0.108
scn-31543,ScNbPb2O7,-2.536,0.0545
scn-31544,Ba3HfTiWO9,-3.2747,0.0267
scn-31545,Sr3In2O8,-2.1469,0.0587
scn-31546,NaTa(ReO3)2,-2.3451,0.03
scn-31547,Ta7PbO19,-3.1874,0.0337
scn-31548,Ba2TaSeO6,-2.7581,0.0284
scn-31549,Hg4BiP,0.2023,0.0227
scn-31550,GaBr3F,-1.074,0.0641
scn-31551,Na3CaTl,-0.1418,0.0098
scn-31552,ZnGe(BiO3)2,-1.7821,0.0289
scn-31553,Tl2PoSe,-0.1806,0.151
scn-31554,NaCaTiZnO6,-2.2307,0.0737
scn-31555,Ba3Ta2ZnOs9,0.1199,0.0216
