material_id,formula,diel_ionic_pred_n0,diel_ionic_ale_n0
scn-29806,Ta2Bi2MoO9,65.4036,5.8501
scn-29807,Cs2TiIrOF5,4.796,0.2278
scn-29808,Zn6Pb3S,18.3337,0.8311
scn-29809,Sc2Cu7Si2,9.0639,1.2034
scn-29810,Li7PbOF7,7.4025,0.6319
scn-29811,Cs2YVF6,7.3218,0.4366
scn-29812,Cs12Na4Ti5,15.2809,0.7425
scn-29813,Na4Ca2Hf,8.497,0.4049
scn-29814,Ta2N2O7,34.3427,3.0439
scn-29815,TaAtO3,34.0743,2.6675
scn-29816,Cs3NOF5,6.0204,0.2498
scn-29817,Rb2NaMoOF5,8.2328,0.2772
scn-29818,LiCaRu2O6F,8.8138,0.3252
scn-29819,NaZrW2OF5,6.2888,0.2502
scn-29820,KZrCr2OF5,9.035,0.4971
scn-29821,Cs2RbY5ZrO,15.5662,0.6944
scn-29822,Na2MgPtF7,8.8535,0.4946
scn-29823,Ba3(Sr4Nb)2,16.9228,0.8956
scn-29824,Ba4In2O9,24.2317,1.4633
scn-29825,SrLiTa2As6F,23.0715,4.5109
scn-29826,CaMg3F7,36.0499,17.9348
scn-29827,S7(ClF6)2,0.8255,0.2551
scn-29828,MgScSe2F7,11.2067,0.4916
scn-29829,MgGe2WO6,8.9986,0.4361
scn-29830,Ba6Na2Ta2V2As17,9.635,0.3744
scn-29831,RbHf7Bi2,19.2394,0.7615
scn-29832,TaGeO3,19.9265,1.1916
scn-29833,Hf2Ti4O11,20.3866,1.1331
scn-29834,KSrNb2Bi2PbO12,72.7784,11.6227
scn-29835,TaN3O7,32.5727,2.5831
scn-29836,HfTlSnF7,30.3447,2.3275
scn-29837,NiOs2WO6,7.7927,0.4087
scn-29838,Sr2YTaNb6,13.5832,0.6307
scn-29839,ScTcO3,14.7283,0.7932
scn-29840,HfCr2O5,7.4355,0.2477
scn-29841,Ba2TaBrO6,73.4178,3.3019
scn-29842,CrNi3F7,4.6602,0.2455
scn-29843,Na2Co6O13,7.5339,0.4474
scn-29844,MgV4Se9,1.6986,0.1929
scn-29845,ZrRuO3,11.6021,0.5507
scn-29846,K2Ti3CoO10,71.0572,6.4396
scn-29847,BaNb2Cl2O11,34.2798,4.1181
scn-29848,TaSn(PbO3)2,40.6966,2.3727
scn-29849,Mg3AlF6,5.6009,0.2773
scn-29850,Ba3CaNb4O15,53.0475,3.1878
scn-29851,Ba5Ta2Cu9Cl2,8.056,0.2628
scn-29852,KSr4AsO13,10.1069,0.4594
scn-29853,In4TeSe,7.1824,0.2505
scn-29854,Ti2CdAs6,3.7253,0.164
scn-29855,Ca2TaGaSn6,12.9407,0.7687
scn-29856,TlTcF3,10.9755,0.4208
scn-29857,CaTa2Cl2O7,50.7235,5.3035
scn-29858,KCa2Sb3O10,10.1763,0.8463
scn-29859,Na6Ta2Zn,13.1032,0.6396
scn-29860,K3Cd3(BO6)2,5.1365,0.2184
scn-29861,KY3Cd10,13.256,0.4665
scn-29862,MgTcF4,7.1271,0.2091
scn-29863,TlCr2As,15.811,1.4229
scn-29864,TaP3O7,22.3237,3.251
scn-29865,Y3TaNi7,12.4334,0.3715
scn-29866,BaNb4NiO12,71.7484,9.0874
scn-29867,Ti2CdAtO6F,38.4011,9.4526
scn-29868,Al2IO4,9.1197,0.4647
scn-29869,Ni(IrO3)2,3.9512,0.2658
scn-29870,Ta7CrO19,39.1564,2.2415
scn-29871,K2Ta5RuO15,29.6412,2.2049
scn-29872,PoPO4,7.1924,0.494
scn-29873,RbGaBi2F6,20.3979,1.3671
scn-29874,Y(SO3)3,4.675,0.2246
scn-29875,Ba3TiNb4Sb15,7.1011,0.2453
scn-29876,NiPbBr3,23.636,1.7557
scn-29877,CaMo2PbO6,10.7209,0.3625
scn-29878,Ba3Ta2ZnCl9,9.0808,0.56
scn-29879,NaPb4F7,26.6397,1.1865
scn-29880,NaNbCu3,4.9523,0.3294
scn-29881,CaSn2PdO7,13.2819,2.8962
scn-29882,CaTi3O8,68.815,7.5511
scn-29883,Te2N2O9,4.141,0.6647
scn-29884,Cs2AgBiS,6.8937,0.1988
scn-29885,SrLi2Ta2In7,15.9591,0.8768
scn-29886,Sc2TiCrO10,53.3314,7.0627
scn-29887,TiNbTlGa5,22.5582,3.9676
scn-29888,Nb2Bi2At9Pb,24.4373,1.55
scn-29889,SrWF3,5.9337,0.2447
scn-29890,BaCdF3,18.7383,1.9319
scn-29891,Ta2Mo2As11,2.8323,0.1909
scn-29892,YTi4W3O14,36.2864,11.019
scn-29893,HfSeO3,12.7258,0.5784
scn-29894,ScNbO3,22.0832,2.001
scn-29895,FrK3F6,5.3893,0.4642
scn-29896,Ge3BrF5,13.5301,1.421
scn-29897,RbCa2Ti2GeO10,29.6898,1.9307
scn-29898,NaNb3Bi2O12F,78.1537,13.7281
scn-29899,NaNb5Pt2O15,67.1825,6.5302
scn-29900,KNbBi2O5,63.8688,7.7745
scn-29901,BaMgPb4,13.6778,1.0515
scn-29902,NaTi2Si2TcO10,13.7637,1.1597
scn-29903,Ta7MoO19,33.3392,1.7483
scn-29904,MoIO5,6.6962,1.4141
scn-29905,KTi2AsO6,31.753,2.5376
scn-29906,CaNb4Bi2At2O15,76.3017,9.7409
scn-29907,Na2InCl5,4.8708,0.2321
scn-29908,SrLiMn3,19.6111,1.1061
scn-29909,Cs2PbF8,10.7864,0.4216
scn-29910,CsRbNbO5,10.1084,0.5925
scn-29911,V3IrO10,54.839,34.6993
scn-29912,LiCa2Ta3Pb10,18.2511,0.6972
scn-29913,Na12Sr3Ta4F2,13.0533,1.0859
scn-29914,CsNaNbO6,15.4671,0.6667
scn-29915,PbWSe4,32.6146,2.5271
scn-29916,Y10Ta,23.3131,1.0225
scn-29917,Sr11CaTi3,19.6916,0.7104
scn-29918,Ta2CdH2O7,97.2713,11.2971
scn-29919,Ca2NiO4,25.6986,1.4463
scn-29920,TaBi(BrO3)2,24.7981,1.8589
scn-29921,Si(IF3)2,3.3862,0.2051
scn-29922,BaTi(PbO3)2,36.443,3.7639
scn-29923,NiCNO,3.7337,0.3015
scn-29924,HfTi(CuO3)2,20.809,1.5016
scn-29925,SrBi2Rh2O9,16.4229,0.6123
scn-29926,TiTeHO5,37.1607,1.8203
scn-29927,Ba3CaOs2O9,25.0895,1.1736
scn-29928,ZrRu2F6,7.2838,0.2334
scn-29929,Sr2TaHgO6,69.9176,8.8644
scn-29930,TiNb(ClO3)3,18.4784,22.5869
scn-29931,Ca2Ti5(Nb9Bi2)2,6.3273,0.5717
scn-29932,InPbCl4,50.0742,2.9632
scn-29933,Sr3MgPt2O9,13.9664,1.2195
scn-29934,YV2BiI8,4.0149,0.1975
scn-29935,Sr3Zr2(NbAs6)2,10.0106,0.6904
scn-29936,Ta2CuAgO7,104.3045,9.7228
scn-29937,LiCrWO6,11.1662,0.8705
scn-29938,SIO3,7.3818,0.3525
scn-29939,Cs2NbCrF5,5.2234,0.2301
scn-29940,Li2SbPbS4,82.8965,23.5762
scn-29941,Sc2Br,18.694,0.8972
scn-29942,NaSc(TlSn3)2,22.9146,2.3297
scn-29943,As3NF6,6.1657,0.3697
scn-29944,Y2Ta3Bi3O14,98.2954,3.1492
scn-29945,Rb3Ca5TiO,8.8277,0.3475
scn-29946,Li4Hf8Fe3O,7.5173,0.2442
scn-29947,Rb4Ti7O16,67.9769,5.7772
scn-29948,SrCu2Bi2O9,17.2332,0.966
scn-29949,TiTlNiO5F,40.8394,2.6098
scn-29950,HfPbO4,108.7547,26.1627
scn-29951,Ba4Li(OsO4)3,17.9626,0.9194
scn-29952,Ba3Ga2WO9,24.6298,1.4176
scn-29953,Rb7Na2MgV,8.9797,0.4709
scn-29954,Hg10Pb9O4,20.841,0.6869
scn-29955,Cs2NaTiZn5O,6.07,0.328
scn-29956,Na2MgFeSe7,6.2377,0.3714
scn-29957,Se3SO6,4.1441,0.4078
scn-29958,Ca2CoSi2Mo7,17.2056,0.8352
scn-29959,TlZnWO6,48.4922,6.3322
scn-29960,Na9Tl(Pb2O)4,12.2833,0.3422
scn-29961,K3MnF7,4.8824,0.3006
scn-29962,CaNb2Fe,13.6154,1.1133
scn-29963,Rb7(SrTa)2,15.5629,0.7982
scn-29964,Ba2Sn2O7,12.3472,0.5416
scn-29965,Sr2WO4,18.8077,0.9543
scn-29966,KZrNi2OF5,10.4284,0.7825
scn-29967,Cs2KZrSn5O,5.0272,0.162
scn-29968,CsSc(SF3)2,4.6361,0.303
scn-29969,Na2CrPbF7,78.0834,15.7832
scn-29970,Cs2Ti(Ru4W)3,12.0349,0.8708
scn-29971,Fr7NaSrMg2,15.0098,0.6083
scn-29972,Cs3GeF6,6.4073,0.2744
scn-29973,SrTaMo2N,12.684,0.5432
scn-29974,MnNbRhO6,17.7051,0.821
scn-29975,Ba6LiTa2Cu,12.6074,0.4919
scn-29976,RbO3F10,4.9051,0.4363
scn-29977,GaBrCl3,6.4341,0.674
scn-29978,ZrPO3,8.2054,0.283
scn-29979,Mg4Bi2O11,8.1805,0.3119
scn-29980,V3PbS4,19.6768,1.3217
scn-29981,ZrClO3,21.0257,1.6432
scn-29982,ScRuO3,25.6254,3.7252
scn-29983,Ba2Ra6YTa,18.8393,1.2893
scn-29984,Na2CrSnF7,23.3203,4.9809
scn-29985,Ta2In5,13.2991,0.5988
scn-29986,MgN4O9,2.6389,0.5044
scn-29987,TiTcO3,9.9244,0.3244
scn-29988,KCa2TaO6,23.2713,1.6654
scn-29989,ZnSO3,6.8492,1.2311
scn-29990,Fr2TaFeO6,16.7072,0.97
scn-29991,NaScAuO4,5.8032,0.2192
scn-29992,Mg2TiO5,18.5586,1.1746
scn-29993,Na2AlBiF7,26.216,6.6527
scn-29994,TlCdF4,10.7078,0.4795
scn-29995,Cs8Ca3Ta2,11.4389,0.6243
scn-29996,OsPb2Cl5,13.2585,0.5325
scn-29997,TaTlF3,12.3146,0.6448
scn-29998,CaTa2As2O7,28.3017,2.0222
scn-29999,KCa2Ta3As10,16.4159,1.7739
scn-30000,AtClO,5.2087,0.2363
scn-30001,KNb3In8,8.1956,0.4205
scn-30002,CaAsSe2,6.2204,0.1613
scn-30003,Na19Sr5Ti7,12.902,0.6384
scn-30004,FrCl2,7.01,0.2275
scn-30005,BaLi2Ta2Tl7,15.2564,0.7011
scn-30006,Ba5Li2(GaO5)3,16.9992,0.8793
scn-30007,Ba2O16F7,4.5077,0.3159
scn-30008,Li2Nb6O13,34.8235,3.2971
scn-30009,Al(BiO)2,57.8141,1.7793
scn-30010,Nb2ZnF6,6.9611,0.271
scn-30011,CsSbI,5.711,0.1868
scn-30012,KRb2ScTl6,9.4353,0.3477
scn-30013,Cs2TaCrO6,20.1629,1.2957
scn-30014,Mn3GaPb,18.7532,1.3008
scn-30015,HgPb2F6,19.4372,1.1827
scn-30016,Pb3Au4O13,13.0721,0.5116
scn-30017,RbTa6Tl2Ga,10.9944,0.7564
scn-30018,Na3YO9,7.4318,0.4524
scn-30019,CaTaTiAtO6,28.373,2.0971
scn-30020,Ti3Tl7Pb,18.6978,1.032
scn-30021,Ba2TaCrI6,6.275,0.1906
scn-30022,Li2Ca3O7,16.2715,0.483
scn-30023,LiNbClO6,11.3545,3.2829
scn-30024,LiCdS2,3.3728,0.1466
scn-30025,Sr3Ta2Fe6O11,11.054,0.5528
scn-30026,GeAt2F6,6.5387,0.4257
scn-30027,Ti3GeBi8,29.8052,10.0721
scn-30028,TiPbS4,31.8484,1.4382
scn-30029,Ag(SCl)2,3.9689,0.5661
scn-30030,BaTaAlO5,45.3841,2.6875
scn-30031,TiNbGeO6,45.0183,3.0677
scn-30032,TlV2RhO8,9.2908,0.3325
scn-30033,Na2Ta6TiO18,41.0109,1.4727
scn-30034,K3ScTiF5,8.7522,0.374
scn-30035,SrPbF3,28.7847,3.4897
scn-30036,Tl2Cu6Sn,43.4201,7.2633
scn-30037,Na2SrOs2O7,18.9142,1.0516
scn-30038,Rb3YNi6,8.8295,0.3674
scn-30039,Ca5Ru4O15,11.9635,0.6589
scn-30040,Ca2Ti2SiGeAs10,6.9665,0.2761
scn-30041,CaTa4As11,6.355,0.5324
scn-30042,NbBi2F6,17.5776,0.9825
scn-30043,LiHf4SnP,13.9414,0.3695
scn-30044,KNbCd6W,5.256,0.3242
scn-30045,BiTe7O19,9.3223,0.5702
scn-30046,KNaTi4(PdO6)2,35.3559,2.2693
scn-30047,KTi2BiRu6,5.7882,0.3644
scn-30048,PtClO3,3.3028,1.602
scn-30049,Ta3AgAs8,2.9452,0.1962
scn-30050,Cd4Hg3MoO16,15.9878,0.7647
scn-30051,PbW,19.5167,1.2892
scn-30052,TiNbReO5,18.0416,1.4283
scn-30053,YTaN2O7,21.0959,1.3159
scn-30054,K4Ta3NbFe12,6.1387,0.5133
scn-30055,Cs2ClO3,7.3275,0.3434
scn-30056,TlBi2P7,18.1943,1.0127
scn-30057,Ni(TeO2)2,10.4888,0.7896
scn-30058,Ti2ZnGeO6,46.7092,3.956
scn-30059,Ba4Na2P2O11,14.8878,0.4985
scn-30060,Tl2SiSb6,18.4361,1.5785
scn-30061,Zr2Zn3O7,39.4579,2.6072
scn-30062,BiSbBr,68.5916,4.5643
scn-30063,RbNa3Ta,4.9904,0.4076
scn-30064,MgTi3Re2(PbO3)6,41.4065,2.7555
scn-30065,Sr5ZrMn4O15,18.8036,0.9336
scn-30066,Ba4NbBi,11.9833,0.5937
scn-30067,Ti2Cd2O5,17.6454,0.8192
scn-30068,LiSc6Ti2Bi,11.3576,0.3145
scn-30069,AlCO3,4.138,0.3625
scn-30070,Ti4SnBiPb4O15,66.2809,2.8496
scn-30071,BiSb3,28.1785,1.9806
scn-30072,TlInCl4,24.7554,1.4139
scn-30073,CsCF3,4.0278,0.2166
scn-30074,Zr2Nb2Cr3O12,36.2179,2.2252
scn-30075,BaTlO2,14.9258,1.236
scn-30076,Nb2Zn9Bi2Pb,18.3836,1.2097
scn-30077,Hg2PbO6,12.8478,0.5776
scn-30078,Zr(TcO2)2,15.4768,0.8836
scn-30079,Tl9Cr6Sb,16.5266,1.25
scn-30080,LiRhO3,3.0534,0.3383
scn-30081,TaBi2O5,29.5822,1.3253
scn-30082,K2NaHgOF5,8.6647,0.3017
scn-30083,Sr2TiCd4,10.4914,0.2425
scn-30084,Fe3NF6,5.7631,0.2573
scn-30085,ZrIn3F7,14.7724,0.9907
scn-30086,Na15ZrTi4Pb5,9.3905,0.3721
scn-30087,Rb3TiZn5O,3.9461,0.2595
scn-30088,SrNb2(PbO3)3,113.1121,325.8958
scn-30089,Ba3SrTl2O9,22.9605,0.9068
scn-30090,MgNb2(Po3Pb)3,18.4645,1.1162
scn-30091,Ti3(SnO2)4,9.4744,0.4749
scn-30092,VGeCl3,3.2065,0.2214
scn-30093,Mg3TaO6,58.2967,25.8171
scn-30094,Pb2Se2O7,9.3837,0.4079
scn-30095,Na2VAtF7,68.3118,10.3974
scn-30096,TiNbTlPd4F2,10.1025,0.3305
scn-30097,Cs13Nb4Pb3,6.8029,0.3381
scn-30098,FrSn2F3,14.321,0.6405
scn-30099,KYHg2O7,12.1555,0.3801
scn-30100,Cs2YNbF6,9.4555,0.8815
scn-30101,Cs2NaTiTc5O,7.2916,0.4507
scn-30102,S(NO2)3,1.2503,0.2745
scn-30103,Ti3NbRuO9,29.5031,1.8884
scn-30104,KTa2SnO7,91.6201,17.0884
scn-30105,NaNb4Bi5Sb18,44.3887,2.4548
scn-30106,Ca2Y2AlOF7,12.0696,0.9266
scn-30107,KHfRu2OF5,7.4011,0.2692
scn-30108,Si2Ir2O7,4.9793,0.7018
scn-30109,Na4Fe5O12,10.6477,0.6158
scn-30110,Sr2CaPbO6,20.8713,1.2162
scn-30111,K2YHfOF5,24.0365,3.2964
scn-30112,Mg3ZrF7,6.3652,0.4245
scn-30113,FeRhO2,4.64,0.3865
scn-30114,Ba2Tc2O7,16.79,0.9123
scn-30115,Mg3ZrOF5,6.9789,0.3802
scn-30116,ScInO,12.6804,0.8132
scn-30117,KHfCl2OF5,6.5622,0.3206
scn-30118,Rb2ZrBiOF5,21.7016,1.5692
scn-30119,K2NaZrGe5O,4.7565,0.1577
scn-30120,TiTc2(WO4)3,20.4543,1.2361
scn-30121,Ba3SrV2O9,25.0954,2.0912
scn-30122,Na2MgMn7Al,10.5853,0.4621
scn-30123,NbVO2,11.3083,0.9928
scn-30124,RbW2F7,5.5182,0.2261
scn-30125,CaClO3,22.3962,1.3424
scn-30126,ScGaF3,13.0561,0.7903
scn-30127,Ca2NbClO6,21.6766,1.9513
scn-30128,AtPbF,13.6683,0.4855
scn-30129,Fr5NaTaGe,12.0634,0.5058
scn-30130,YTaNb2O6,11.8514,0.5519
scn-30131,Na2PbSeS4,33.2715,3.3942
scn-30132,Ba3HfMo4O15,30.6511,1.2069
scn-30133,Ca2CrNiF7,22.7146,6.3306
scn-30134,ZnPbO4,16.4018,0.7767
scn-30135,Sr7TaPb,13.3196,0.6236
scn-30136,ZrPoO3,11.617,0.5098
scn-30137,RbLiTaO5,35.5895,2.1458
scn-30138,Na2Hg2O7,6.5636,0.271
scn-30139,Fr2BaV2O11,19.0694,1.8827
scn-30140,Ba4NaScTi,19.7089,0.7511
scn-30141,TlOF5,5.774,0.4339
scn-30142,SrTaCd2N,17.8267,1.1061
scn-30143,AlSb3O4,12.3351,0.6284
scn-30144,Na2NiNF7,7.9171,0.5622
scn-30145,Nb3In13Sb3,14.5841,0.632
scn-30146,YAlF4,7.2016,0.3981
scn-30147,TaInO5,45.6291,7.4218
scn-30148,CsNaCl3,5.8108,0.2169
scn-30149,KNb2OF5,8.3376,0.3213
scn-30150,Ba2Sr4Ti,21.0487,1.1656
scn-30151,CaTiGa3,14.0365,0.5603
scn-30152,Y3WF10,6.8048,0.4299
scn-30153,FrBi3O7,26.8887,2.7585
scn-30154,Y3Sc7Ta,18.8914,0.9563
scn-30155,SrCaGe2O7,8.7368,0.3142
scn-30156,Ba5W3O15F2,24.8136,0.8281
scn-30157,Ti6I2O13,24.2045,1.6591
scn-30158,HfSb(PbO3)2,26.2487,0.5448
scn-30159,Sr(AlMo2)2,14.5942,0.7829
scn-30160,VSbS,14.9277,1.5025
scn-30161,Ba8TaCr,22.8435,1.2893
scn-30162,Sr3(TaIn4)2,8.7907,0.3006
scn-30163,Ta2Ti3ZnO10,91.5195,25.2724
scn-30164,POsO4,4.8916,0.4068
scn-30165,TaWO4,18.5478,0.8804
scn-30166,Na6Tl2Sn,9.9974,0.3255
scn-30167,V4IF7,7.3509,0.4655
scn-30168,Cs4Li2NiSn,6.2854,0.2132
scn-30169,K3NaNb,13.3009,0.6706
scn-30170,LiNbCu6W,14.5198,0.7092
scn-30171,Ba3PPb3O4,18.4254,0.8236
scn-30172,Sr4Ti3Cu2O15,51.7865,3.5456
scn-30173,BaNa2Ta2Ge7,5.8702,0.2244
scn-30174,Ta2Te2F9,6.139,0.3426
scn-30175,Ca4Ta2Cr9,10.3476,0.4114
scn-30176,BaCaAlO5,9.6832,0.4443
scn-30177,Cs2Ti(Bi3O8)2,39.4372,2.4848
scn-30178,SrLi2Br2O7,10.6765,0.4397
scn-30179,ScMn2NbO6,21.7339,1.4357
scn-30180,Li4Mo11O24,7.4024,0.3531
scn-30181,TcSnBr3,7.3702,0.4078
scn-30182,Fr2TiCrO10,21.0852,1.6931
scn-30183,SrTlAu3,10.1313,0.7234
scn-30184,HfTcO3,10.7079,0.3558
scn-30185,CaTiCr3WO9,14.9973,1.0836
scn-30186,Na2Ta2CrO7,66.3517,10.4238
scn-30187,TaAtNO2,18.3228,0.8052
scn-30188,TaMn2AlO6,18.1597,1.0888
scn-30189,Sr2Ta7Ga,19.929,0.9934
scn-30190,Ca2Ti2SiTcO10,22.5598,1.5209
scn-30191,Na2ZrClF8,5.1628,0.2741
scn-30192,SrTa4Fe11,8.986,0.2618
scn-30193,Y4Ti3Cu14Sn,11.9965,0.4069
scn-30194,NaYTi2(SiPb5)2,31.9411,1.9601
scn-30195,Cr7BiO19,5.4976,0.303
scn-30196,Rb15Na2Ca(Nb2Bi)2,9.5909,0.4738
scn-30197,CsTa5Ag2O15,61.1878,3.1741
scn-30198,Sr2Nb4Tc2O13,62.6044,3.3763
scn-30199,SrLiNb3,13.653,0.9071
scn-30200,TiNb(CuO3)3,43.8286,3.6673
scn-30201,MnTl2GaF6,19.0645,1.3914
scn-30202,Hf4O7,34.9747,1.5195
scn-30203,BaCa3Hf,30.4154,1.4095
scn-30204,KTl2AtF6,24.4336,2.1408
scn-30205,CaTa2Fe2O7,42.426,2.4653
scn-30206,Ni(SO2)2,20.8137,3.9254
scn-30207,Tl2SiBr6,24.7292,5.5975
scn-30208,TiTlSnO5,20.8731,1.2036
scn-30209,MgTi3(Pb4O9)2,53.6747,3.982
scn-30210,Po2O3,4.3251,0.6116
scn-30211,MgTa2(ClO3)3,19.3146,2.0325
scn-30212,BaFe2H2O7,12.963,1.2138
scn-30213,Ba3W,32.3978,1.0498
scn-30214,Rb2ScTl,15.1117,0.8535
scn-30215,Na6LiTi2Bi,8.9806,0.3589
scn-30216,Sr2CaInO6,11.7899,0.4406
scn-30217,Ba2ScTaAs6,9.4677,0.2693
scn-30218,KTiAt2OF5,6.9653,0.261
scn-30219,Zn4FeBiPb4O15,16.9285,0.4897
scn-30220,Ca2Ni5(Bi2O9)2,13.99,0.4933
scn-30221,Mn4AlIn,20.6135,0.8206
scn-30222,CaTa2Ge2O9,36.784,2.0366
scn-30223,NaNbGa3,10.6348,0.3743
scn-30224,Ba7(CaNb)2,9.8131,0.4256
scn-30225,MgTa2(TcO3)3,15.9077,0.7826
scn-30226,TlO3,17.9235,0.5581
scn-30227,NaBr3,3.778,0.1864
scn-30228,Rb2Li3Sn5,5.6282,0.1871
scn-30229,RbTaCoO5,10.0974,0.577
scn-30230,NaSc(Ta3Tl)2,17.9929,0.9377
scn-30231,FeSe3OF4,7.7249,0.3961
scn-30232,TaHg2BiO6,47.1089,4.3763
scn-30233,InPbBr,13.426,0.5723
scn-30234,CaCdBiO5,12.9411,0.4549
scn-30235,Ta3Bi3(O7F)2,87.7256,3.6683
scn-30236,Rb3Ba5TiO,19.2902,0.7675
scn-30237,Sr9Zr2TiPb3,8.9279,0.2693
scn-30238,Sr7(ZrBi)2,10.4352,0.4184
scn-30239,Ti3Os2O9,12.865,0.8796
scn-30240,Ba4Nb2O12F,37.9923,5.2257
scn-30241,Ca2ZrTl4,15.0141,2.2493
scn-30242,Ti2Te2O7,13.0772,0.9394
scn-30243,Y3Sn2Cl,10.2527,0.4405
scn-30244,HfNbTl(O2F)2,60.0546,2.1913
scn-30245,IBr2F3,3.3566,0.3632
scn-30246,KTa2ZnO7,86.3537,8.7935
scn-30247,Na2Mn7AlZn,10.7097,0.5168
scn-30248,Ta2Bi2PdO9,96.1151,8.2144
scn-30249,RbIF3,4.1465,0.2236
scn-30250,KTi3SbO9,82.3831,7.7683
scn-30251,AsO3F,3.7313,0.3949
scn-30252,Ta4NbO11,44.6363,3.022
scn-30253,Li7NiP7O,6.0353,0.1458
scn-30254,ZrSe3OF5,4.9128,0.3994
scn-30255,LiFe4Cl,7.1759,0.3838
scn-30256,FeClF,8.3327,0.259
scn-30257,K2NaHfZnF5,8.4011,0.3434
scn-30258,Ba5Fe4O15,23.1122,1.063
scn-30259,K3ZrTe7,7.6814,0.3271
scn-30260,Cs2NaZrGe5O,4.5848,0.1722
scn-30261,NaZrPo2OF5,8.2841,0.3443
scn-30262,MgNb2(AsO3)3,19.4285,1.1683
scn-30263,Cs3YIn6,10.0636,0.358
scn-30264,Hf3Nb2O8,23.3063,1.29
scn-30265,Ba3CaNb2As9,8.108,0.1772
scn-30266,Nb2Cd(SeO3)3,21.5324,3.7594
scn-30267,NaSrCa7Mg2,20.1231,0.5168
scn-30268,SrLiPd2O6F,8.6582,0.339
scn-30269,Na2Y7MgSc,19.8085,0.7327
scn-30270,TaSeNO2,25.2547,3.6842
scn-30271,CaBrO3,18.9686,0.9037
scn-30272,Sr2TaOsO6,26.6276,1.357
scn-30273,TlHgF5,8.7979,0.3876
scn-30274,MgZr(CoO3)2,12.6921,0.4847
scn-30275,Mn2Pb2O7,9.8349,0.5355
scn-30276,K4BaW,13.5752,0.6192
scn-30277,BaPbBr,14.8904,0.5059
scn-30278,K2Ti4O11,12.4753,3.4529
scn-30279,CaZr(NO3)2,17.9584,0.9702
scn-30280,Cs7HfTlCd,17.4476,0.7673
scn-30281,In3IF5,17.7051,1.0416
scn-30282,KNb4ClO12,88.3864,12.0672
scn-30283,MgScO2,32.7021,2.7525
scn-30284,Na2CuGeS4,2.9553,0.1636
scn-30285,Tl2Ir2S3,7.8388,0.4731
scn-30286,SrNO3,16.9604,1.308
scn-30287,Ba3HfCu4O15,10.1952,0.3944
scn-30288,TaPF7,3.5455,0.3303
scn-30289,Sr(Nb3Se8)2,7.598,0.5888
scn-30290,K2Ta2SnO7,78.8566,8.2212
scn-30291,AlFe2NiF7,7.8203,0.3136
scn-30292,CsSbCl3,26.6184,2.2096
scn-30293,Ca2GaPbO6,16.6173,0.3795
scn-30294,NiClO,10.6586,2.2308
scn-30295,RbAlF8,2.3476,0.2864
scn-30296,Zn(WO3)2,20.3291,0.8646
scn-30297,KNbSbOF5,9.5752,0.5065
scn-30298,Ga(PbO2)3,23.5259,1.498
scn-30299,RbClF3,3.9138,0.3204
scn-30300,BaSr7(LiTa)2,22.2728,0.9394
scn-30301,Sr2TaPbO6,49.2417,2.8946
scn-30302,ZnSb(PbO3)2,19.2392,0.7725
scn-30303,K3Zr2O7,29.2558,1.8053
scn-30304,KNb2SO6,25.9427,1.8654
scn-30305,CaNb4O11,42.28,1.9012
scn-30306,SrMgTaTlO6,38.1374,3.5332
scn-30307,Po2Ge2O7,8.3767,1.0064
scn-30308,Li3ClO4,5.5338,0.318
scn-30309,TiZn(BiAs3)2,7.7406,0.4145
scn-30310,Y13Nb4Pb3,11.9055,0.4088
scn-30311,HfTcO3,11.8776,0.4557
scn-30312,LiNb3(Bi2Mo7)2,6.7905,1.1122
scn-30313,Ba3Nb4TcO15,47.0815,2.3538
scn-30314,Ti3Cu7Pb,5.7682,0.4298
scn-30315,KLi2Ta2O7,72.8363,9.4492
scn-30316,PPb3Cl4F3,30.5682,2.3954
scn-30317,Sr3Li6Ge2O11,10.5664,0.4437
scn-30318,Mg2Zr7O16,36.5979,1.8912
scn-30319,Sr4TiPb,9.6115,0.3012
scn-30320,Tl2MoN4,17.763,0.8007
scn-30321,Na7MgZrSi2,7.5092,0.2442
scn-30322,CaTiNbO6,45.4782,2.1169
scn-30323,TlSnPb3,38.3429,2.1507
scn-30324,NbTlGeO5,20.8062,1.1158
scn-30325,Nb2Ge6Pb,15.9111,1.7199
scn-30326,BaPdF3,9.0506,0.366
scn-30327,Cs2Zr(Mo4W)3,11.8606,0.8346
scn-30328,CaPBr3,5.4342,0.2071
scn-30329,NbSO3,10.4622,0.7314
scn-30330,TiAtO3,24.8725,2.1434
scn-30331,Ca2Ti2SiHg10Ge,12.3939,0.8923
scn-30332,CaTaAlMo5,14.5868,6.0042
scn-30333,BaMgPd4,11.3112,0.6604
scn-30334,ZrIn2F8,10.1328,1.2137
scn-30335,Zr3Ti(Tc2O7)2,18.3089,1.1788
scn-30336,KNaTi4(BiS6)2,13.4219,0.6938
scn-30337,BaY9Ti4,15.4138,0.4707
scn-30338,VMoAt5,21.1953,0.6969
scn-30339,CaNb4V2Bi2O15,69.1041,4.9209
scn-30340,KNF3,5.3495,0.7547
scn-30341,YTa3O7,53.5843,4.2826
scn-30342,Mg2Sn3Bi3O14,21.375,1.7258
scn-30343,BiF2,23.2465,0.9538
scn-30344,Rb2TiO5,14.3314,0.7787
