material_id,formula,diel_elec_pred_n0,diel_elec_ale_n0
scn-40557,Sr3Li6Br2O11,3.794,0.1414
scn-40558,TaAlWO5,5.4323,0.143
scn-40559,Ca2TaInMo6,39.63,3.6688
scn-40560,Nb2(PbO3)3,6.292,0.1232
scn-40561,BaZrSb3,18.5357,0.6083
scn-40562,K3CaTiF5,2.5037,0.0883
scn-40563,Sr4Tl,23.3656,0.8848
scn-40564,BaOsF3,3.1376,0.1119
scn-40565,CaZn3In,23.5971,0.7046
scn-40566,Ta2Fe11Mo2,24.6477,1.5662
scn-40567,Ca2Zn2SiGeO10,3.5372,0.0793
scn-40568,TlBiCl3,4.7161,0.1019
scn-40569,CaTa4N11,7.0179,0.1802
scn-40570,NaY4Ti3O14,5.135,0.1415
scn-40571,BaMgS4,5.8703,0.2561
scn-40572,LiSnPo4P,19.7789,1.2077
scn-40573,KNaGe4(BiO6)2,4.1159,0.0893
scn-40574,BaAl4O9,3.1801,0.08
scn-40575,Ta11Ag,35.6928,0.7153
scn-40576,Mg4MoW3O16,4.1398,0.0985
scn-40577,K3SrZr,25.1162,0.9935
scn-40578,Na2Bi2O7,4.3647,0.1174
scn-40579,K10NbV3,11.1045,0.6722
scn-40580,Ba(NbZn3)2,28.7325,0.9759
scn-40581,Nb2SiF6,3.2993,0.1284
scn-40582,TiGeAs4,21.3737,0.9677
scn-40583,Ba2SrTa2O7,4.9366,0.0988
scn-40584,RbNa2CaF8,2.5193,0.0884
scn-40585,Ca2Bi4Ru5O18,7.3352,0.4859
scn-40586,Fr2Li2CaO7,3.1976,0.0861
scn-40587,Ti2Bi2N7,9.129,0.478
scn-40588,RbYV2O8,4.0206,0.2033
scn-40589,CaZrTl2O8,4.4814,0.1267
scn-40590,Ba4Li2SnPb,19.3715,0.8012
scn-40591,Rb2I3F5,2.9721,0.0892
scn-40592,ScBiBr,9.6351,0.3207
scn-40593,CaBiPtO5,6.4944,0.194
scn-40594,Mg3Ta3Zn2O14,4.9607,0.1368
scn-40595,NbPWO6,5.0256,0.1368
scn-40596,Li4HfFe3F8,3.0576,0.1041
scn-40597,Cs2KRbTiF5,2.6691,0.0915
scn-40598,MgTa3Nb2O9,9.6402,0.4528
scn-40599,RbNb(SeO3)3,3.8996,0.0755
scn-40600,Ti3(GaO2)4,6.0183,0.1901
scn-40601,Ca2ReO4,5.252,0.1089
scn-40602,Cs3Sn2Cl,6.1786,0.1301
scn-40603,KZn4Bi5O18,6.0701,0.1587
scn-40604,NbSn2F3,6.6988,0.2222
scn-40605,Ta2BiS6F,6.3485,0.166
scn-40606,Na2AlZnN7,4.2423,0.2339
scn-40607,Mn(PbO2)3,5.6899,0.1311
scn-40608,SrAlF3,2.3395,0.0615
scn-40609,ZrAuO4,5.6321,0.1131
scn-40610,Cs5K3ZrO,7.8264,0.4289
scn-40611,K2Rb5NaHfO,5.9846,0.1431
scn-40612,Cs2RbYZrF5,3.1567,0.0988
scn-40613,Nb2Ga4O9,5.0794,0.1156
scn-40614,LiTa2Nb6Cu,64.0188,4.2803
scn-40615,FePbCl3,4.7674,0.1089
scn-40616,ZrZn3Pb,34.4326,2.6144
scn-40617,Na2Nb2O7,4.79,0.1617
scn-40618,Cs2SrScPbF5,3.4535,0.1143
scn-40619,SrTiSn2Bi2PbO12,5.6657,0.0884
scn-40620,IBr3F5,3.5597,0.1027
scn-40621,CsOF,2.8677,0.176
scn-40622,CsBa3Nb4O15,5.2776,0.1117
scn-40623,Ca2TaCdO6,4.6037,0.0889
scn-40624,LiGeTeO5,3.9311,0.1091
scn-40625,FeIr(PbO3)2,6.7659,0.1209
scn-40626,RbNaScO4,3.1201,0.1035
scn-40627,CsSb3O4,4.94,0.1212
scn-40628,Ta2Ru4O9,6.9137,0.1425
scn-40629,KCa2Pb3O10,4.4421,0.1006
scn-40630,KAsN4O13,2.3951,0.1519
scn-40631,SbSeO4,4.668,0.1159
scn-40632,MgTiNb2(PbN3)4,11.2908,0.5634
scn-40633,RbAlTc2F6,3.5457,0.0984
scn-40634,Rb3NbO7,3.2283,0.0908
scn-40635,KPt3F10,3.9963,0.1895
scn-40636,NbPb2SO6,5.9521,0.1437
scn-40637,Sn(PbO3)2,5.6911,0.1194
scn-40638,K2Ba3O7,3.4692,0.0762
scn-40639,Y(TlCl3)2,3.4047,0.092
scn-40640,ScTa(RuO3)2,7.0775,0.1509
scn-40641,Sc2Tc7Ge2,21.5614,2.2568
scn-40642,CaNb4WO12,7.3399,0.1555
scn-40643,GaAs3Pb,17.8646,0.6989
scn-40644,CaTa2Ge2O7,5.3119,0.1157
scn-40645,CsF2,2.677,0.1296
scn-40646,Na7BiPb2,16.1005,0.5003
scn-40647,Ba2TaCrTe6,8.7322,0.3254
scn-40648,Sr4Ti3Rh2O15,5.745,0.162
scn-40649,Ta2Po9Te2,16.6937,0.5375
scn-40650,Mg2ZrO3,4.3256,0.0711
scn-40651,SrNb2In2O7,5.2026,0.0999
scn-40652,Ca3Nb4Pb12F2,20.9945,1.1542
scn-40653,Ta6Ti(TlSb9)2,23.3955,0.9347
scn-40654,BaRe4O11,5.1957,0.1232
scn-40655,Fr3SrTl,24.3842,0.9539
scn-40656,CaZrIn3,22.288,0.9155
scn-40657,HfRhO3,8.2435,0.5
scn-40658,NaNbCu3,25.5453,1.6585
scn-40659,Sr2MgGaO6,3.9689,0.0956
scn-40660,Ta4Tl5O15,4.523,0.0789
scn-40661,K5Pb3Br,7.7545,0.137
scn-40662,CaTa2Mo2O7,5.6621,0.1343
scn-40663,CaTaAsO5,4.744,0.1082
scn-40664,CaTa4In11,29.4049,0.926
scn-40665,Sr2Li2Y4O13,3.9095,0.0808
scn-40666,WSe2O5,4.1932,0.1264
scn-40667,SrSF3,2.3236,0.0636
scn-40668,Tl2GaIF6,3.1768,0.0856
scn-40669,SnMo2,25.223,1.0417
scn-40670,Ba19Ta7Bi,25.2066,1.5464
scn-40671,Ti3(FeO3)4,5.9624,0.1637
scn-40672,KSrTiO5,3.5791,0.0828
scn-40673,Ba(Mn3Nb)2,24.6737,2.8744
scn-40674,CsNbGaO6,4.4215,0.1057
scn-40675,TaTiTlZn5,27.4569,0.6829
scn-40676,Ti3Nb2Te(PbO3)6,6.4839,0.1488
scn-40677,Sr5Ti4TcO15,5.1262,0.1326
scn-40678,FrBiO4,4.1232,0.1187
scn-40679,BaTa2H2I7,4.9455,0.1038
scn-40680,Cs2Li2O5,3.7652,0.1146
scn-40681,FeBiPb4W4O15,5.7878,0.1101
scn-40682,InGeCl4,3.7863,0.0938
scn-40683,Ca3Bi2O9,6.5074,0.2778
scn-40684,Tl6W,18.8858,2.9524
scn-40685,Li2Nb2CoO7,5.6046,0.1074
scn-40686,Ca2Nb2As7,16.5303,1.4278
scn-40687,NaCrF3,2.4609,0.0717
scn-40688,Sr3Zr2(NO6)2,3.7793,0.1176
scn-40689,SnBrF4,2.7689,0.092
scn-40690,CsKTaO6,3.3207,0.0856
scn-40691,Li2SnTeS4,6.1765,0.2068
scn-40692,RbF4,2.5569,0.1338
scn-40693,Tl4Br2O7,3.9373,0.2368
scn-40694,CsNaTl2F6,2.7839,0.0803
scn-40695,Ba2TaGa6Bi,28.9603,1.391
scn-40696,CsRe3Sn,22.396,22.2382
scn-40697,K7Ti2Nb4O21,3.9761,0.095
scn-40698,MgV3F7,3.533,0.1028
scn-40699,BaHf3Zr,31.4757,1.6644
scn-40700,KBi5(Ir2O9)2,6.5877,0.2368
scn-40701,Nb17Pb3,43.724,2.2299
scn-40702,Cs2RbTiCu5O,5.1377,0.2546
scn-40703,Tl2TcCl6,3.9558,0.0887
scn-40704,NaIr2F7,3.7312,0.12
scn-40705,SbAt4,26.2459,0.9334
scn-40706,CaFe4Pb,29.9806,1.2582
scn-40707,TlFeWO6,5.7319,0.1418
scn-40708,NiSnO4,5.1396,0.1824
scn-40709,RbSr2ScF6,2.5587,0.09
scn-40710,Ca2TaOF5,2.9974,0.0887
scn-40711,Ba5Nb4At15,31.7293,2.8077
scn-40712,CaBiO2,5.5106,0.0956
scn-40713,LiTa2GeO6F,4.4803,0.119
scn-40714,MgTl2CrF7,3.0583,0.1104
scn-40715,TiSb2(WO4)3,6.1504,0.1914
scn-40716,Cs2Hf(Cd4W)3,27.2942,1.9093
scn-40717,CaIn2WO6,4.4743,0.0868
scn-40718,MgGaAs2F7,3.3418,0.1316
scn-40719,AtPb2WO6,5.3186,0.1325
scn-40720,ZrMoF5,2.8074,0.0885
scn-40721,TaSO3,5.9581,0.1586
scn-40722,Sr2YTaSn6,22.1991,1.4741
scn-40723,Ca2ScNbCd6,27.6464,0.7116
scn-40724,Ba3(GaO4)2,3.9706,0.0827
scn-40725,SrTiNb2Pb(SeO6)2,5.5246,0.1519
scn-40726,Sn2Sb2S3,18.5653,1.3521
scn-40727,FrBaTi2O6,5.836,0.1232
scn-40728,LiTl2GaW6,28.7996,2.3932
scn-40729,Tl2InWF6,3.336,0.0939
scn-40730,Ba3HfNb4F15,3.8628,0.1148
scn-40731,Na2Sn7W2,28.511,0.8154
scn-40732,Cd3PbS,18.7917,1.0179
scn-40733,SrMg6O16,2.536,0.0874
scn-40734,ScTiCdO4,5.8021,0.14
scn-40735,RbLi3Br6,3.2674,0.0813
scn-40736,Ba2MgTi3(GeO6)2,4.8254,0.1325
scn-40737,Zr7PbO16,5.6524,0.1537
scn-40738,CaTlF4,2.888,0.0949
scn-40739,FrCsCl3,3.0795,0.1004
scn-40740,KIn4AsO13,3.5238,0.076
scn-40741,Li2Au2O5,10.6905,0.7958
scn-40742,Ta3Zn3(BO6)2,5.0176,0.1174
scn-40743,Cs6NbGaPb2,6.8102,0.2187
scn-40744,Sr5Ir7O19,6.0793,0.2189
scn-40745,Ti4Pt2O9,7.178,0.2356
scn-40746,Sr10TlBi3,25.5123,1.0418
scn-40747,CaMgNbPbO6,5.2645,0.1288
scn-40748,SbPbBr3,6.1344,0.1225
scn-40749,LiNb3V4O14,5.7684,0.1144
scn-40750,TaCr(IO3)2,4.8538,0.1477
scn-40751,LiOsWO6,4.3171,0.1085
scn-40752,Ca(TaIn3)2,32.3793,1.1661
scn-40753,Cs3PO4F3,2.4539,0.0909
scn-40754,CaMg2ZrO7,3.5575,0.0636
scn-40755,Sr3Li6Ca2O11,3.83,0.1132
scn-40756,Ti3Cu8Ge,35.1197,0.9825
scn-40757,Hf4Tl2Mo,31.8728,1.0105
scn-40758,BaSc2Ta2O7,5.4071,0.1067
scn-40759,Ta2In2O9,5.4484,0.1337
scn-40760,AgMoSCl2,4.6622,0.1324
scn-40761,Li2Nb2TeO7,5.2253,0.1075
scn-40762,Ba2ScBrO6,4.1129,0.101
scn-40763,TiTlV2O10,4.5612,0.2103
scn-40764,KMgTa2O7,5.1026,0.1095
scn-40765,BaZrGe3,20.1578,0.7081
scn-40766,Na2CaY7Ta2,32.0613,0.6898
scn-40767,Fr2SrZrF8,3.277,0.0893
scn-40768,Ba2Na(NO3)5,2.7334,0.1452
scn-40769,NaYTi2(PbO5)2,4.6672,0.089
scn-40770,KNaBi2(SbO3)4,4.4514,0.1076
scn-40771,Sr2Nb4Cl2O13,4.7491,0.0895
scn-40772,Ta3AgW8,46.272,3.6508
scn-40773,K3TaO7,3.008,0.0852
scn-40774,Nb2CdRe6,24.797,1.8651
scn-40775,FrCaV2O8,3.9137,0.1714
scn-40776,Ba8Bi2Pb,14.1167,0.4638
scn-40777,RbTiMn5Nb,23.9489,1.7311
scn-40778,Nb4SnBi5O18,7.2716,0.1871
scn-40779,PoF2,2.7656,0.0914
scn-40780,TaWO4,6.1828,0.1239
scn-40781,Ta7Fe19Bi,26.2253,1.5398
scn-40782,ZrAsO3,6.1379,0.2439
scn-40783,Cs6BaNb2,7.211,0.6937
scn-40784,TlBi2Se7,17.6213,0.9027
scn-40785,Ba4Na2Ge2O11,3.6215,0.075
scn-40786,TaTlPbO5,5.4151,0.1119
scn-40787,K4NbSb,7.2806,0.1742
scn-40788,Rb3(BiO3)4,4.1746,0.129
scn-40789,CaTa2(ClO3)3,3.9236,0.0668
scn-40790,TlBiP4,12.2196,0.3827
scn-40791,Li2HfNb2O7,5.3144,0.1104
scn-40792,Ti7Cu3O20,7.126,0.2552
scn-40793,Nb2Bi2IO9,6.3098,0.1411
scn-40794,NaCaTaO6,3.9596,0.077
scn-40795,Sr2TaInHg6,20.8601,0.9773
scn-40796,Ba3PbS,12.7464,0.3954
scn-40797,Li2Ta2ZnO7,4.8876,0.0939
scn-40798,K2TiNOF5,2.5337,0.0861
scn-40799,Ca2Ta3Bi3O14,5.48,0.1321
scn-40800,Rb3ZrOF5,2.3445,0.0637
scn-40801,Fe3Sn4OF8,4.8769,0.1342
scn-40802,Mn2W2O7,5.7136,0.2569
scn-40803,Ta7V(AuO3)8,7.7957,0.1996
scn-40804,Ba4Nb2WBr12,5.1226,0.1558
scn-40805,Ca2CoO4,5.2058,0.2014
scn-40806,Ca4Zr4Mo2O15,4.9165,0.1103
scn-40807,Na2MgSbF7,2.2569,0.074
scn-40808,Nb4CuBi5O18,7.4994,0.2001
scn-40809,Ta2Sn6BiF,18.4625,0.6812
scn-40810,KTa2IO7,4.4939,0.0965
scn-40811,Pb9(S5O2)2,7.2782,0.1565
scn-40812,Cs2RbSr6Y,23.3564,0.5199
scn-40813,Cs2NaTiGaF5,3.2419,0.1119
scn-40814,BaCoF3,2.9676,0.0836
scn-40815,Na2FeSF7,2.3765,0.0771
scn-40816,Sn2Pb,30.0117,1.1318
scn-40817,Ca2MnH2OF7,2.4393,0.0865
scn-40818,ZrTa4Sn,26.0975,3.9155
scn-40819,K11Ta4Pb,8.2109,0.2823
scn-40820,KSr2YF6,2.3437,0.0797
scn-40821,HfGa3Pb,26.0234,0.5872
scn-40822,NaTaPd3,12.4694,0.4295
scn-40823,Cs2NaHfSb5O,6.9759,0.15
scn-40824,K2NaZrCrF5,3.1094,0.1067
scn-40825,TiCd2(WO4)3,5.8185,0.1664
scn-40826,Ba3SrNb2Cd9,33.4302,0.8116
scn-40827,K2Ba4O9,4.1356,0.1138
scn-40828,CsHfF3,2.9316,0.079
scn-40829,Sr2CaSc6W,36.6975,1.4912
scn-40830,CaMg2PtF7,2.9852,0.0923
scn-40831,SrSeNO2,3.6055,0.0934
scn-40832,YCd3O12,4.2911,0.1324
scn-40833,NaO2F,2.1195,0.0783
scn-40834,TcBi3F10,3.746,0.1386
scn-40835,RePbCl3,5.3623,0.1249
scn-40836,NbTl(CuO4)2,5.5923,0.171
scn-40837,BaReO4,3.7628,0.1826
scn-40838,Cs2PbWOF5,2.976,0.0775
scn-40839,SrTiNb2Fe12Bi2Pb,33.8325,1.19
scn-40840,LiTiCu3,19.8043,0.522
scn-40841,PbSe3S4,6.7444,0.4459
scn-40842,SrZrMo3,30.7516,1.7193
scn-40843,Ba3HfNb4Tl15,23.8596,0.7987
scn-40844,CrNiN2F7,3.4222,0.1072
scn-40845,KNb2HgO6,5.6936,0.1191
scn-40846,TlRu3F13,3.7597,0.1505
scn-40847,ScTiCrO4,5.9329,0.1472
scn-40848,Na2SrTaN,7.5178,0.4616
scn-40849,Cd3IO4,5.4195,0.0712
scn-40850,AlTlCd4,25.6009,0.7018
scn-40851,Fr2Ca3O8,3.4013,0.0778
scn-40852,MgTi3Cr2O8,5.4992,0.1576
scn-40853,KBa3MgTiO9,4.1533,0.1144
scn-40854,BiCF3,3.2331,0.0946
scn-40855,KNb4AsI13,6.1328,0.1333
scn-40856,AlTl2OF6,2.9577,0.104
scn-40857,P5(IF4)2,3.3743,0.1117
scn-40858,KMn3F10,2.4544,0.0814
scn-40859,AlBiMo3,27.0908,1.7594
scn-40860,Al2TlAs,8.8785,0.3569
scn-40861,Ta4Nb5O15,6.1344,0.2089
scn-40862,NbCrO2,6.8978,0.2255
scn-40863,MnGaCl4,3.2841,0.1029
scn-40864,Ta2NbO6,6.3581,0.1224
scn-40865,Cs3ZrTa4O15,4.648,0.0943
scn-40866,Ca2TaAlCl6,4.5123,0.1905
scn-40867,KRb2ScOs6,14.2333,2.7461
scn-40868,Sc2Ge2Ir7,20.3673,1.1119
scn-40869,CoSnBr,8.542,0.2215
scn-40870,Ba4Pb3O13,4.4687,0.0848
scn-40871,LiNb2BiO7,5.4392,0.1119
scn-40872,Y(PdO3)3,4.9733,0.3196
scn-40873,ScNbAs2O7,5.1346,0.1234
scn-40874,Te3PO4F3,3.5193,0.1019
scn-40875,Tl2GeAs6,15.8984,0.5734
scn-40876,Sr2Ni7O16,4.4568,0.2703
scn-40877,CoPb2WBr6,5.5164,0.1511
scn-40878,TaV2SeO8,6.042,0.1647
scn-40879,TiFe6(PO8)2,4.3398,0.2928
scn-40880,TaCu4Sb,26.9032,1.2343
scn-40881,Nb2In6Pb,30.4077,1.2189
scn-40882,InAsBr3,5.5538,0.1174
scn-40883,Ba3TiSbWO9,4.6619,0.1013
scn-40884,CaTiGe2Te7,15.4547,0.5894
scn-40885,Ta4(BrO3)5,3.9659,0.1171
scn-40886,TaTiMoO6,6.1878,0.1866
scn-40887,CaMg2TaO6,4.0267,0.0904
scn-40888,K3SrHf,24.243,0.9848
scn-40889,BaCa2,27.4697,0.7569
scn-40890,Sr2Li2At4O13,3.3607,0.1032
scn-40891,CsRb2PF6,1.9673,0.0776
scn-40892,Tl2GaAtF6,3.099,0.0998
scn-40893,RbNbNO5,3.7559,0.0965
scn-40894,YTaMo2O7,6.0174,0.1643
scn-40895,Ta7Tc19Bi,19.9327,0.7708
scn-40896,Ba(NbCd3)2,29.1301,1.512
scn-40897,CsNbIn6W,24.5866,0.677
scn-40898,KScNi2F6,2.9681,0.0866
scn-40899,WF3,2.5596,0.091
scn-40900,NaNbHO5,4.1118,0.0797
scn-40901,Ra3W,33.049,0.4892
scn-40902,NaTi2Ni6Bi,26.4809,0.8667
scn-40903,Rb6LiTi2Bi,7.9314,0.2171
scn-40904,Ba3CaRe2O9,4.2162,0.0957
scn-40905,KTa2H2O7,3.8958,0.0896
scn-40906,Na2Ca9Zr,26.6482,0.5669
scn-40907,KSc2TiOF5,3.5776,0.0893
scn-40908,Tl2WS4,6.2501,0.168
scn-40909,Li2CaBi2O7,4.6581,0.1107
scn-40910,BaNb2Zn2O9,5.7519,0.1252
scn-40911,Rb2Ti(TcO4)3,4.9458,0.2033
scn-40912,Zr(NO2)2,4.8734,0.2166
scn-40913,Ta2Tl6Cd,26.6438,1.4035
scn-40914,Ta6Ge19Pb4,18.9375,1.0433
scn-40915,CsSnRu3,34.9502,30.743
scn-40916,NaY8Nb3,36.4388,0.88
scn-40917,SrNb2Zn3O9,4.6673,0.0936
scn-40918,Ta7V(NO3)8,6.1528,0.1799
scn-40919,Sr4Ti3O8,5.1285,0.1241
scn-40920,LiMg4Ta3O12,4.3313,0.1084
scn-40921,Nb2Pt2O7,8.6062,0.4869
scn-40922,KYNi2O7,4.8396,0.0926
scn-40923,RbCa2TiOF5,2.8689,0.0887
scn-40924,LiZnWO6,3.706,0.1039
scn-40925,Na2FeAgF7,2.4749,0.1103
scn-40926,OF4,2.491,0.1678
scn-40927,Cu3SO6,5.6235,0.18
scn-40928,Ca2AlFeH2F7,2.368,0.0662
scn-40929,SnPtO4,6.185,0.1632
scn-40930,Ca2HfSn4,22.1867,0.9753
scn-40931,LiTi2InO6,6.1884,0.1861
scn-40932,HfHg3Pb,23.9062,0.7333
scn-40933,Pb2Cl2O7,3.7431,0.0879
scn-40934,CsOsF3,3.1708,0.0912
scn-40935,KRb2ZrCoF5,2.9064,0.097
scn-40936,K2ZrCuOF5,2.9244,0.0765
scn-40937,Cs2KZrCdF5,2.8205,0.0892
scn-40938,Ba3MgTa9Nb2,34.6448,1.2251
scn-40939,Cs2Hf12TiW3,29.3121,0.9188
scn-40940,Ba3CdCo2O9,4.7146,0.2176
scn-40941,SrTcF3,3.6031,0.1149
scn-40942,ScZn3F6,3.0832,0.0921
scn-40943,TaWClO6,4.6349,0.111
scn-40944,ZnBi3F10,3.5919,0.1286
scn-40945,K8LiTa3,6.3783,0.2563
scn-40946,Ta3Zn9In,23.7327,0.5737
scn-40947,Fr5TaAs,19.4421,0.8313
scn-40948,SrTiTc2Bi2PbO12,6.0602,0.1287
scn-40949,TaBi2PO7,5.9231,0.1475
scn-40950,NiBi2WO6,6.0688,0.1224
scn-40951,Hf5O7,5.1371,0.0967
scn-40952,Ca2TaTeO6,4.8505,0.0961
scn-40953,Ta2At4O9,5.5873,0.108
scn-40954,Sr2In7CoSi2,24.0564,1.9081
scn-40955,Sr(Ru3O8)2,11.2521,1.0967
scn-40956,NaScTiGa4,29.4572,1.0914
scn-40957,K4GeTe7,7.0438,0.1913
scn-40958,AlTl2BrF6,2.8796,0.0911
scn-40959,KHf4AsO13,4.0429,0.083
scn-40960,YTlF3,2.7438,0.1331
scn-40961,NbPO3,5.6193,0.1502
scn-40962,ScNb3F6,5.5647,0.4119
scn-40963,Y3HfO7,4.5773,0.095
scn-40964,Rb4BaMnO12,2.8885,0.1073
scn-40965,Se3O2,5.816,0.2267
scn-40966,Rb6Sr2TaGa,6.8155,0.3198
scn-40967,Bi2SeN2,19.8592,2.3587
scn-40968,FrNb2O6,5.1859,0.11
scn-40969,PPtO4,3.9651,0.1194
scn-40970,BiBr2F7,3.0252,0.0953
scn-40971,CaTaTiTeO6,5.8473,0.1535
scn-40972,PbS2F,5.3185,0.0968
scn-40973,In2O5,3.8162,0.1098
scn-40974,Sr3Po2O7,3.7826,0.0638
scn-40975,NaRu3O8,7.8987,0.2344
scn-40976,Ca3Nb4Ga12F2,16.3427,0.3354
scn-40977,TiNbRhO5,7.3154,0.2186
scn-40978,BaZrTl3,22.4149,0.812
scn-40979,SrBiNO2,5.5285,0.1068
scn-40980,TaNb2AlO6,5.8643,0.1609
scn-40981,TaTiReO6,5.6141,0.1712
scn-40982,TlSCl3,3.8566,0.1176
scn-40983,CaAlAuO5,5.4769,0.1574
scn-40984,KNaTi4(Zn6Bi)2,24.1287,1.2322
scn-40985,Nb4InAsO12,6.7733,0.1412
scn-40986,Y4Sn3IO14,4.612,0.107
scn-40987,Sr2Li2Ru4O13,5.6759,0.2182
scn-40988,Ba4Sc2Ti3Nb2O18,5.8234,0.1638
scn-40989,TiBi3IO9,6.2223,0.1266
scn-40990,VPbF,7.1944,0.2153
scn-40991,RbTiNbGe5,24.535,1.9571
scn-40992,K2Ti3(RuO5)2,5.8049,0.1035
scn-40993,NbV3F10,3.2689,0.1188
scn-40994,AgBi5(Pd2O9)2,7.6157,0.3215
scn-40995,TiPb2O5,5.6756,0.1203
scn-40996,Ba3Ta4(O6F)2,4.7246,0.1386
scn-40997,SrBrO3,3.1612,0.1348
scn-40998,CsNbAtO6,4.8116,0.1292
scn-40999,Fr2CaTi3O9,5.4834,0.1129
scn-41000,Ta2PH2O7,4.4362,0.116
scn-41001,Hf6Tl2Si,30.0222,0.8974
scn-41002,Na2SnGeS4,6.3635,0.1346
scn-41003,Ba3MgTa2Pb9,27.8972,0.8426
scn-41004,Cs6NaTi2Bi,7.8285,0.2074
scn-41005,LiTi2Ge6Bi,29.51,0.7666
scn-41006,NaCa2Tl3O10,4.1894,0.122
scn-41007,SrTa2Nb3O9,6.0407,0.1267
scn-41008,Ta3Ti7O20,7.0753,0.175
scn-41009,RaPbO3,5.4883,0.087
scn-41010,Ba2Hf7Ta2,29.4629,1.4566
scn-41011,Ta6Hg19Pb4,18.2553,0.5722
scn-41012,Hf3Ta2CdO9,5.3535,0.1121
scn-41013,K6Ba2TaBi,10.2944,0.5835
scn-41014,Li4Fe3Re8O,7.1,0.6856
scn-41015,MgNb2(ClO3)3,4.2647,0.1244
scn-41016,SrNb2Bi2Cl9,4.6427,0.1494
scn-41017,Na9MgV,10.126,0.3126
scn-41018,NaNbTl(O2F)2,4.0143,0.0947
scn-41019,KNb4Bi5S18,8.4181,0.7511
scn-41020,Zn2BiO6F,5.034,0.1157
scn-41021,Ba3NaNb,45.3478,2.7128
scn-41022,Na2MgReF7,2.2949,0.0693
scn-41023,KRb2HfFe5O,6.8301,1.0821
scn-41024,Ba3HfPb,35.1932,0.8538
scn-41025,Rb2NaHfNi5O,6.8785,0.964
scn-41026,K2HfZrOF5,2.9411,0.0726
scn-41027,NaCaMg2As7,9.749,0.3705
scn-41028,LiCu(SO3)2,3.0885,0.0657
scn-41029,BaPbCl3,3.8557,0.1007
scn-41030,Hf2ScPbOF5,5.0222,0.1257
scn-41031,YBi2AsO7,5.7835,0.1354
scn-41032,LiMoO3,4.4506,0.1729
scn-41033,Sr3Hf2F7,4.5605,0.1401
scn-41034,BiSbO,18.8978,0.6581
scn-41035,Mn2Sn2S3,12.4861,0.4511
scn-41036,In2HgTe,19.3434,1.4763
scn-41037,Hf4Nb4O15,5.9691,0.1019
scn-41038,CrNiRh2F7,5.3789,0.1533
scn-41039,TaCoF7,2.8197,0.088
scn-41040,MgAs4O9,3.5693,0.1166
scn-41041,NaNb3O6,8.2241,0.2481
scn-41042,Cs4K4Nb8SiO34,4.2027,0.0824
scn-41043,TlOsF5,3.2826,0.1147
scn-41044,LiTaGeSb5,33.5034,2.4223
scn-41045,Y2Ti,42.119,1.2095
scn-41046,K2CaTa2Pb7,21.9476,0.8746
scn-41047,CaTi3F7,4.5903,0.1263
scn-41048,KAs2Cl5,3.4462,0.0979
scn-41049,Ba3TiPoWO9,4.5027,0.1001
scn-41050,CsTiGe2O7,3.1702,0.0765
scn-41051,IrBrF3,5.1155,0.1893
scn-41052,GeSeO4,3.8913,0.0937
scn-41053,KNbRe3,20.9434,3.3216
scn-41054,RbAlIr2F6,3.3318,0.0993
scn-41055,V2Pb5F8,4.4045,0.1051
scn-41056,Sr2TaAgO6,4.7346,0.1017
scn-41057,TlOsSe2,11.9564,0.4068
scn-41058,Ba3Ta4MoO15,5.3433,0.1098
scn-41059,ScSb(PbW3)2,47.9698,2.4885
scn-41060,YRuO3,8.5159,0.3252
scn-41061,BaNb4Cu11,24.3569,0.9967
scn-41062,K9(LiTi2)2,10.9435,0.4564
scn-41063,Ca10TlBi3,22.8275,0.8083
scn-41064,ZnBi2TeO6,5.931,0.1135
scn-41065,Li2Ta2FeO7,5.2716,0.1049
scn-41066,NbSn2BiO6,6.072,0.1303
scn-41067,Y(TaPd3)3,14.3708,0.4445
scn-41068,CaHf2O6,4.8782,0.109
scn-41069,Rb5Nb4O15,3.8733,0.0796
scn-41070,NaCo(PbO3)2,5.5738,0.167
scn-41071,Na4Ti3Nb2O15,5.5678,0.1815
scn-41072,NaTl2O4,4.4638,0.1265
scn-41073,ZrCu2O3,6.7708,0.1737
scn-41074,BiMoSCl2,7.7179,0.1629
scn-41075,K4Ta2O9,3.2516,0.0631
scn-41076,TiNbWO6,6.357,0.1871
scn-41077,TiCr(SbO5)2,4.9083,0.1427
scn-41078,Nb2PbCl2O9,4.6583,0.0833
scn-41079,Sr3Ta2ZnFe9,32.1849,0.8485
scn-41080,Ca2PbO6,4.1824,0.1048
scn-41081,BaTlV3,22.5974,4.9818
scn-41082,YNi3F6,3.4286,0.122
scn-41083,CaTiCd7Ge2,26.8051,0.8125
scn-41084,Ta4(GeO3)5,4.9927,0.1189
scn-41085,ScGa3F6,3.3978,0.1164
scn-41086,NbBi2N5F,6.3061,0.1807
scn-41087,Na2CaBi2Rh4O15,5.9969,0.2462
scn-41088,InTc5Sn2,22.3908,1.1175
scn-41089,NbAt3O10,4.9245,0.1201
scn-41090,TaCr(IrO3)2,8.058,0.1833
scn-41091,K4Ta3PdO12,4.1388,0.1
scn-41092,BiF2,3.6001,0.0899
scn-41093,CaScTi2O6,5.6152,0.1374
scn-41094,KY5TiNb,33.576,1.0877
scn-41095,CsNbTe6W,7.5241,0.1829
scn-41096,TaAl2BiO6,4.5845,0.1173
